gs://ociautomltest-vcm/oxford/Egyptian_Mau_167.jpg,cat,egyptian_mau
gs://ociautomltest-vcm/oxford/pug_52.jpg,dog,pug
gs://ociautomltest-vcm/oxford/basset_hound_112.jpg,dog,basset_hound
gs://ociautomltest-vcm/oxford/Siamese_193.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/shiba_inu_122.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/Siamese_53.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/Birman_167.jpg,cat,birman
gs://ociautomltest-vcm/oxford/leonberger_6.jpg,dog,leonberger
gs://ociautomltest-vcm/oxford/Siamese_47.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/shiba_inu_136.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/saint_bernard_139.jpg,dog,saint_bernard
gs://ociautomltest-vcm/oxford/Birman_173.jpg,cat,birman
gs://ociautomltest-vcm/oxford/Abyssinian_225.jpg,cat,abyssinian
gs://ociautomltest-vcm/oxford/basset_hound_106.jpg,dog,basset_hound
gs://ociautomltest-vcm/oxford/miniature_pinscher_200.jpg,dog,miniature_pinscher
gs://ociautomltest-vcm/oxford/Siamese_187.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/wheaten_terrier_49.jpg,dog,wheaten_terrier
gs://ociautomltest-vcm/oxford/Egyptian_Mau_173.jpg,cat,egyptian_mau
gs://ociautomltest-vcm/oxford/pug_46.jpg,dog,pug
gs://ociautomltest-vcm/oxford/shiba_inu_43.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/wheaten_terrier_61.jpg,dog,wheaten_terrier
gs://ociautomltest-vcm/oxford/saint_bernard_111.jpg,dog,saint_bernard
gs://ociautomltest-vcm/oxford/scottish_terrier_132.jpg,dog,scottish_terrier
gs://ociautomltest-vcm/oxford/scottish_terrier_126.jpg,dog,scottish_terrier
gs://ociautomltest-vcm/oxford/saint_bernard_105.jpg,dog,saint_bernard
gs://ociautomltest-vcm/oxford/saint_bernard_2.jpg,dog,saint_bernard
gs://ociautomltest-vcm/oxford/pomeranian_189.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/Abyssinian_219.jpg,cat,abyssinian
gs://ociautomltest-vcm/oxford/shiba_inu_57.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/wheaten_terrier_75.jpg,dog,wheaten_terrier
gs://ociautomltest-vcm/oxford/german_shorthaired_131.jpg,dog,german_shorthaired
gs://ociautomltest-vcm/oxford/english_setter_170.jpg,dog,english_setter
gs://ociautomltest-vcm/oxford/pug_91.jpg,dog,pug
gs://ociautomltest-vcm/oxford/newfoundland_137.jpg,dog,newfoundland
gs://ociautomltest-vcm/oxford/pomeranian_162.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/Siamese_90.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/pomeranian_59.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/Siamese_150.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/Sphynx_241.jpg,cat,sphynx
gs://ociautomltest-vcm/oxford/Egyptian_Mau_23.jpg,cat,egyptian_mau
gs://ociautomltest-vcm/oxford/Siamese_144.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/newfoundland_123.jpg,dog,newfoundland
gs://ociautomltest-vcm/oxford/pomeranian_176.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/Siamese_84.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/pug_85.jpg,dog,pug
gs://ociautomltest-vcm/oxford/english_setter_164.jpg,dog,english_setter
gs://ociautomltest-vcm/oxford/german_shorthaired_125.jpg,dog,german_shorthaired
gs://ociautomltest-vcm/oxford/British_Shorthair_38.jpg,cat,british_shorthair
gs://ociautomltest-vcm/oxford/Birman_2.jpg,cat,birman
gs://ociautomltest-vcm/oxford/Bombay_213.jpg,cat,bombay
gs://ociautomltest-vcm/oxford/Egyptian_Mau_198.jpg,cat,egyptian_mau
gs://ociautomltest-vcm/oxford/British_Shorthair_10.jpg,cat,british_shorthair
gs://ociautomltest-vcm/oxford/shiba_inu_80.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/pomeranian_65.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/Birman_198.jpg,cat,birman
gs://ociautomltest-vcm/oxford/Siamese_178.jpg,cat,siamese
gs://ociautomltest-vcm/oxford/pomeranian_71.jpg,dog,pomeranian
gs://ociautomltest-vcm/oxford/german_shorthaired_119.jpg,dog,german_shorthaired
gs://ociautomltest-vcm/oxford/shiba_inu_94.jpg,dog,shiba_inu
gs://ociautomltest-vcm/oxford/english_setter_158.jpg,dog,english_setter
gs://ociautomltest-vcm/oxford/boxer_147.jpg,dog,boxer
gs://ociautomltest-vcm/oxford/great_pyrenees_167.jpg,dog,great_pyrenees
gs://ociautomltest-vcm/oxford/leonberger_123.jpg,dog,leonberger
gs://ociautomltest-vcm/oxford/samoyed_59.jpg,dog,samoyed
gs://ociautomltest-vcm/oxford/Russian_Blue_253.jpg,cat,russian_blue
gs://ociautomltest-vcm/oxford/Persian_221.jpg,cat,persian
gs://ociautomltest-vcm/oxford/japanese_chin_12.jpg,dog,japanese_chin
gs://ociautomltest-vcm/oxford/leonberger_137.jpg,dog,leonberger
gs://ociautomltest-vcm/oxford/Ragdoll_189.jpg,cat,ragdoll
gs://ociautomltest-vcm/oxford/english_cocker_spaniel_11.jpg,dog,english_cocker_spaniel
gs://ociautomltest-vcm/oxford/boxer_153.jpg,dog,boxer
gs://ociautomltest-vcm/oxford/Maine_Coon_38.jpg,cat,maine_coon
gs://ociautomltest-vcm/oxford/great_pyrenees_173.jpg,dog,great_pyrenees
gs://ociautomltest-vcm/oxford/havanese_113.jpg,dog,havanese
gs://ociautomltest-vcm/oxford/Bengal_66.jpg,cat,bengal
gs://ociautomltest-vcm/oxford/samoyed_65.jpg,dog,samoyed
gs://ociautomltest-vcm/oxford/english_cocker_spaniel_39.jpg,dog,english_cocker_spaniel
gs://ociautomltest-vcm/oxford/Maine_Coon_10.jpg,cat,maine_coon
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_66.jpg,dog,american_pit_bull_terrier
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_199.jpg,dog,american_pit_bull_terrier
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_72.jpg,dog,american_pit_bull_terrier
gs://ociautomltest-vcm/oxford/havanese_107.jpg,dog,havanese
gs://ociautomltest-vcm/oxford/samoyed_71.jpg,dog,samoyed
gs://ociautomltest-vcm/oxford/Bengal_72.jpg,cat,bengal
gs://ociautomltest-vcm/oxford/Bengal_99.jpg,cat,bengal
gs://ociautomltest-vcm/oxford/keeshond_23.jpg,dog,keeshond
gs://ociautomltest-vcm/oxford/boxer_184.jpg,dog,boxer
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_99.jpg,dog,american_pit_bull_terrier
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_166.jpg,dog,american_pit_bull_terrier
gs://ociautomltest-vcm/oxford/american_pit_bull_terrier_172.jpg,dog,american_pit_bull_terrier
